timestamp,level,step,learning_rate,average_loss,batch_loss
2024-01-29 13:55:45,INFO,16000,0.0002,0.2282723824,0.1161971763
2024-01-29 13:56:09,INFO,16500,0.0002,0.2248021386,0.1212401241
2024-01-29 13:56:33,INFO,17000,0.0002,0.2215016812,0.1160181612
2024-01-29 13:56:56,INFO,17500,0.0002,0.2184117303,0.1180561706
2024-01-29 13:57:20,INFO,18000,0.0002,0.2154491423,0.096314162
2024-01-29 13:57:44,INFO,18500,0.0002,0.2126498509,0.1101698279
2024-01-29 13:58:08,INFO,19000,0.0002,0.2100133756,0.1320643425
2024-01-29 13:58:32,INFO,19500,0.0002,0.207485277,0.1162203252
2024-01-29 13:58:55,INFO,20000,0.0002,0.2050891177,0.1109786108
2024-01-29 13:59:20,INFO,20500,0.0002,0.202808112,0.1114347428
2024-01-29 13:59:43,INFO,21000,0.0002,0.2006294674,0.1230285391
2024-01-29 14:00:07,INFO,21500,0.0002,0.198534919,0.1066870987
2024-01-29 14:00:31,INFO,22000,0.0002,0.1965176739,0.1133392677
2024-01-29 14:00:55,INFO,22500,0.0002,0.1945912623,0.1039314494
2024-01-29 14:01:18,INFO,23000,0.0002,0.1927393739,0.1010168865
2024-01-29 14:01:42,INFO,23500,0.0002,0.1909668938,0.0994635373
2024-01-29 14:02:06,INFO,24000,0.0002,0.1892753409,0.1187264472
2024-01-29 14:02:29,INFO,24500,0.0002,0.1876235737,0.1153945029
2024-01-29 14:02:53,INFO,25000,0.0002,0.1860550754,0.1075977534
2024-01-29 14:03:17,INFO,25500,0.0002,0.184526894,0.1033457965
2024-01-29 14:03:40,INFO,26000,0.0002,0.1830636041,0.0985320807
2024-01-29 14:04:03,INFO,26500,0.0002,0.1816505158,0.097789146
2024-01-29 14:04:27,INFO,27000,0.0002,0.1803012265,0.1272316724
2024-01-29 14:04:50,INFO,27500,0.0002,0.1789697258,0.1161811203
2024-01-29 14:05:14,INFO,28000,0.0002,0.1777076194,0.1106136888
2024-01-29 14:05:37,INFO,28500,0.0002,0.1764969649,0.1083991155
2024-01-29 14:06:00,INFO,29000,0.0002,0.1753054195,0.1153972968
2024-01-29 14:06:25,INFO,29500,0.0002,0.174153017,0.1102847904
2024-01-29 14:06:52,INFO,30000,0.0002,0.1730368856,0.1139147282
2024-01-29 14:07:19,INFO,30500,0.0002,0.1719559372,0.1131920069
2024-01-29 14:07:45,INFO,31000,0.0002,0.1709111989,0.0997572541
2024-01-29 14:08:12,INFO,31500,0.0002,0.1698825604,0.0978205055
2024-01-29 14:08:39,INFO,32000,0.0002,0.1688850999,0.0884498656
2024-01-29 14:09:05,INFO,32500,0.0002,0.1679373942,0.1103745177
2024-01-29 14:09:32,INFO,33000,0.0002,0.1669963071,0.1129519716
2024-01-29 14:09:59,INFO,33500,0.0002,0.1660852806,0.1184857041
2024-01-29 14:10:26,INFO,34000,0.0002,0.1651966735,0.096846655
2024-01-29 14:10:52,INFO,34500,0.0002,0.1643395887,0.1007220522
2024-01-29 14:11:19,INFO,35000,0.0002,0.1635165511,0.1136973202
2024-01-29 14:11:46,INFO,35500,0.0002,0.1626946537,0.1353630722
2024-01-29 14:12:13,INFO,36000,0.0002,0.1619072478,0.1188173071
2024-01-29 14:12:40,INFO,36500,0.0002,0.1611323284,0.1071269065
2024-01-29 14:13:06,INFO,37000,0.0002,0.1603766445,0.1026384532
2024-01-29 14:13:33,INFO,37500,0.0002,0.1596434635,0.1013923734
2024-01-29 14:14:00,INFO,38000,0.0002,0.1589330246,0.1028280109
2024-01-29 14:14:26,INFO,38500,0.0002,0.1582367093,0.092112489
2024-01-29 14:14:53,INFO,39000,0.0002,0.1575610304,0.0994976908
2024-01-29 14:15:20,INFO,39500,0.0002,0.1568952456,0.0941120833
2024-01-29 14:15:47,INFO,40000,0.0002,0.1562431208,0.0923804119
2024-01-29 14:16:13,INFO,40500,0.0002,0.1556227149,0.115678668
2024-01-29 14:16:40,INFO,41000,0.0002,0.1550049943,0.1027292162
2024-01-29 14:17:07,INFO,41500,0.0002,0.1543993287,0.0925683752
2024-01-29 14:17:33,INFO,42000,0.0002,0.1538074511,0.1016940176
2024-01-29 14:18:00,INFO,42500,0.0002,0.15322819,0.0950756446
2024-01-29 14:18:27,INFO,43000,0.0002,0.1526624228,0.1121657491
2024-01-29 14:18:54,INFO,43500,0.0002,0.1521111092,0.1106130853
2024-01-29 14:19:20,INFO,44000,0.0002,0.1515632895,0.1018718556
2024-01-29 14:19:47,INFO,44500,0.0002,0.1510214746,0.1116009578
2024-01-29 14:20:14,INFO,45000,0.0002,0.1505018094,0.1172522977
2024-01-29 14:20:41,INFO,45500,0.0002,0.1499823776,0.0913989916
2024-01-29 14:21:07,INFO,46000,0.0002,0.1494848862,0.1112550497
2024-01-29 14:21:34,INFO,46500,0.0002,0.1489982178,0.101717256
2024-01-29 14:22:01,INFO,47000,0.0002,0.1485215788,0.1237468719
2024-01-29 14:22:27,INFO,47500,0.0002,0.1480433715,0.1155230701
2024-01-29 14:22:54,INFO,48000,0.0002,0.1475846014,0.0934694558
2024-01-29 14:23:21,INFO,48500,0.0002,0.1471300662,0.1063197777
2024-01-29 14:23:47,INFO,49000,0.0002,0.1466837308,0.1199378073
2024-01-29 14:24:14,INFO,49500,0.0002,0.1462426857,0.1030518338
2024-01-29 14:24:41,INFO,50000,0.0002,0.1458206174,0.1110630184
2024-01-29 14:25:08,INFO,50500,0.0002,0.145393023,0.0988015607
2024-01-29 14:25:34,INFO,51000,0.0002,0.1449884009,0.1155719832
2024-01-29 14:26:01,INFO,51500,0.0002,0.1445809925,0.1092331186
2024-01-29 14:26:28,INFO,52000,0.0002,0.1441885049,0.106769152
2024-01-29 14:26:54,INFO,52500,0.0002,0.1438023263,0.109479785
2024-01-29 14:27:21,INFO,53000,0.0002,0.1434125703,0.0983624309
2024-01-29 14:27:48,INFO,53500,0.0002,0.1430303927,0.0981898382
2024-01-29 14:28:14,INFO,54000,0.0002,0.1426634557,0.0922257826
2024-01-29 14:28:41,INFO,54500,0.0002,0.1423074567,0.0768137947
2024-01-29 14:29:08,INFO,55000,0.0002,0.1419471305,0.1006979346
2024-01-29 14:29:35,INFO,55500,0.0002,0.1415938207,0.0957985669
2024-01-29 14:30:01,INFO,56000,0.0002,0.1412426316,0.0893862247
2024-01-29 14:30:28,INFO,56500,0.0002,0.1409020724,0.0986816436
2024-01-29 14:30:55,INFO,57000,0.0002,0.1405657642,0.0908853784
2024-01-29 14:31:21,INFO,57500,0.0002,0.1402434699,0.1078521609
2024-01-29 14:31:48,INFO,58000,0.0002,0.1399135982,0.1079056859
2024-01-29 14:32:14,INFO,58500,0.0002,0.1395970238,0.097764723
2024-01-29 14:32:41,INFO,59000,0.0002,0.1392826176,0.0827917606
2024-01-29 14:33:08,INFO,59500,0.0002,0.1389734835,0.0980619043
2024-01-29 14:33:34,INFO,60000,0.0002,0.1386709465,0.0992099941
2024-01-29 14:34:01,INFO,60500,0.0002,0.1383677624,0.1093768105
2024-01-29 14:34:28,INFO,61000,0.0002,0.1380738717,0.0927683413
2024-01-29 14:34:54,INFO,61500,0.0002,0.1377767418,0.0976710096
2024-01-29 14:35:21,INFO,62000,0.0002,0.1374854308,0.105326876
2024-01-29 14:35:48,INFO,62500,0.0002,0.1372071052,0.0870506465
2024-01-29 14:36:14,INFO,63000,0.0002,0.1369285782,0.1035710424
2024-01-29 14:36:41,INFO,63500,0.0002,0.1366545265,0.1122553572
2024-01-29 14:37:08,INFO,64000,0.0002,0.136378058,0.1078528166
2024-01-29 14:37:34,INFO,64500,0.0002,0.1361098535,0.1043654457
2024-01-29 14:38:01,INFO,65000,0.0002,0.1358496639,0.0981187671
2024-01-29 14:38:28,INFO,65500,0.0002,0.1355870788,0.0984692499
2024-01-29 14:38:55,INFO,66000,0.0002,0.1353339811,0.1104986668
2024-01-29 14:39:21,INFO,66500,0.0002,0.1350810593,0.1175746471
2024-01-29 14:39:48,INFO,67000,0.0002,0.1348309837,0.0893264264
2024-01-29 14:40:15,INFO,67500,0.0002,0.1345853961,0.1059758887
2024-01-29 14:40:41,INFO,68000,0.0002,0.1343472245,0.101639159
2024-01-29 14:41:08,INFO,68500,0.0002,0.1341070007,0.0935512483
2024-01-29 14:41:34,INFO,69000,0.0002,0.1338762926,0.0985365435
2024-01-29 14:42:01,INFO,69500,0.0002,0.1336400535,0.1063728184
2024-01-29 14:42:28,INFO,70000,0.0002,0.1334082616,0.0990894511
2024-01-29 14:42:55,INFO,70500,0.0002,0.1331828938,0.0991614163
2024-01-29 14:43:21,INFO,71000,0.0002,0.1329589363,0.0870076865
2024-01-29 14:43:48,INFO,71500,0.0002,0.1327404653,0.1092822254
2024-01-29 14:44:15,INFO,72000,0.0002,0.13252454,0.1007469594
2024-01-29 14:44:41,INFO,72500,0.0002,0.1323047745,0.1053100675
2024-01-29 14:45:08,INFO,73000,0.0002,0.1320913013,0.0972582549
2024-01-29 14:45:34,INFO,73500,0.0002,0.1318836143,0.1070119143
2024-01-29 14:46:01,INFO,74000,0.0002,0.1316742218,0.0851906985
2024-01-29 14:46:28,INFO,74500,0.0002,0.1314645751,0.1012428105
2024-01-29 14:46:54,INFO,75000,0.0002,0.1312646231,0.0992165208
2024-01-29 14:47:21,INFO,75500,0.0002,0.1310592732,0.0930563807
2024-01-29 14:47:48,INFO,76000,0.0002,0.1308649913,0.1088814586
2024-01-29 14:48:15,INFO,76500,0.0002,0.1306737295,0.0885482728
2024-01-29 14:48:41,INFO,77000,0.0002,0.1304784429,0.1037779152
2024-01-29 14:49:08,INFO,77500,0.0002,0.1302875844,0.0959311277
2024-01-29 14:49:34,INFO,78000,0.0002,0.1300988606,0.1207648069
2024-01-29 14:50:01,INFO,78500,0.0002,0.1299158253,0.1121383607
2024-01-29 14:50:28,INFO,79000,0.0002,0.1297311964,0.0979430676
2024-01-29 14:50:54,INFO,79500,0.0002,0.1295508794,0.1065031886
2024-01-29 14:51:21,INFO,80000,0.0002,0.1293754912,0.0890227109
2024-01-29 14:51:48,INFO,80500,0.0002,0.1291998474,0.0962874666
2024-01-29 14:52:15,INFO,81000,0.0002,0.129027581,0.1001767069
2024-01-29 14:52:41,INFO,81500,0.0002,0.1288586605,0.0990459546
2024-01-29 14:53:08,INFO,82000,0.0002,0.1286838061,0.0928865969
2024-01-29 14:53:35,INFO,82500,0.0002,0.1285122311,0.1103170216
2024-01-29 14:54:01,INFO,83000,0.0002,0.1283445364,0.0948561132
2024-01-29 14:54:28,INFO,83500,0.0002,0.1281827806,0.0949706435
2024-01-29 14:54:54,INFO,84000,0.0002,0.1280233126,0.1007191539
2024-01-29 14:55:21,INFO,84500,0.0002,0.1278586931,0.0900082514
2024-01-29 14:55:48,INFO,85000,0.0002,0.1276970171,0.0981607884
2024-01-29 14:56:15,INFO,85500,0.0002,0.1275425971,0.1134403348
2024-01-29 14:56:41,INFO,86000,0.0002,0.1273847586,0.0895658582
2024-01-29 14:57:08,INFO,86500,0.0002,0.1272302106,0.0979655832
2024-01-29 14:57:35,INFO,87000,0.0002,0.1270787717,0.0995365828
2024-01-29 14:58:01,INFO,87500,0.0002,0.1269273423,0.1055029109
2024-01-29 14:58:28,INFO,88000,0.0002,0.1267829595,0.0938395113
2024-01-29 14:58:54,INFO,88500,0.0002,0.12663132,0.1104216427
2024-01-29 14:59:21,INFO,89000,0.0002,0.1264857238,0.1044781059
2024-01-29 14:59:48,INFO,89500,0.0002,0.1263430025,0.0962399393
2024-01-29 15:00:14,INFO,90000,0.0002,0.1262034849,0.0992304087
2024-01-29 15:00:41,INFO,90500,0.0002,0.1260582657,0.0932874382
2024-01-29 15:01:08,INFO,91000,0.0002,0.1259151426,0.0933084413
2024-01-29 15:01:35,INFO,91500,0.0002,0.1257748675,0.0989807248
2024-01-29 15:02:01,INFO,92000,0.0002,0.1256401544,0.1115965173
2024-01-29 15:02:28,INFO,92500,0.0002,0.1255040115,0.0972111523
2024-01-29 15:02:55,INFO,93000,0.0002,0.1253677048,0.0984929502
2024-01-29 15:03:21,INFO,93500,0.0002,0.125231791,0.0872026458
2024-01-29 15:03:48,INFO,94000,0.0002,0.1251005862,0.1052167565
2024-01-29 15:04:15,INFO,94500,0.0002,0.1249704457,0.0950016677
2024-01-29 15:04:41,INFO,95000,0.0002,0.1248391734,0.1003637463
2024-01-29 15:05:08,INFO,95500,0.0002,0.1247102352,0.09353441
2024-01-29 15:05:35,INFO,96000,0.0002,0.124582449,0.1062620133
2024-01-29 15:06:02,INFO,96500,0.0002,0.1244557093,0.1045853347
2024-01-29 15:06:28,INFO,97000,0.0002,0.1243289899,0.0998127311
2024-01-29 15:06:55,INFO,97500,0.0002,0.1242098978,0.115894407
2024-01-29 15:07:22,INFO,98000,0.0002,0.1240872317,0.1145965457
2024-01-29 15:07:48,INFO,98500,0.0002,0.1239678887,0.0884249657
2024-01-29 15:08:15,INFO,99000,0.0002,0.1238488557,0.1032941639
2024-01-29 15:08:42,INFO,99500,0.0002,0.1237262599,0.098004505
2024-01-29 15:09:09,INFO,100000,0.0002,0.1236080292,0.0951434672
2024-01-29 15:09:36,INFO,100500,0.0002,0.123491136,0.1104148254
2024-01-29 15:10:03,INFO,101000,0.0002,0.123373148,0.0884850472
2024-01-29 15:10:30,INFO,101500,0.0002,0.1232574584,0.1014342308
2024-01-29 15:10:56,INFO,102000,0.0002,0.1231465674,0.0961529166
2024-01-29 15:11:23,INFO,102500,0.0002,0.1230331529,0.097271353
2024-01-29 15:11:50,INFO,103000,0.0002,0.1229194473,0.0984462649
2024-01-29 15:12:16,INFO,103500,0.0002,0.1228070192,0.097040683
2024-01-29 15:12:43,INFO,104000,0.0002,0.1226964315,0.1044983566
2024-01-29 15:13:10,INFO,104500,0.0002,0.1225830473,0.0934853256
2024-01-29 15:13:36,INFO,105000,0.0002,0.1224757552,0.0999450088
2024-01-29 15:14:03,INFO,105500,0.0002,0.1223737234,0.0988875553
2024-01-29 15:14:30,INFO,106000,0.0002,0.1222688208,0.1032536179
2024-01-29 15:14:56,INFO,106500,0.0002,0.1221615489,0.114562273
2024-01-29 15:15:23,INFO,107000,0.0002,0.1220547664,0.1224153414
2024-01-29 15:15:50,INFO,107500,0.0002,0.121951328,0.086107254
2024-01-29 15:16:16,INFO,108000,0.0002,0.1218468575,0.086252749
2024-01-29 15:16:43,INFO,108500,0.0002,0.1217472213,0.1110528111
2024-01-29 15:17:10,INFO,109000,0.0002,0.1216433376,0.0912399739
2024-01-29 15:17:36,INFO,109500,0.0002,0.1215437767,0.1074061096
2024-01-29 15:18:03,INFO,110000,0.0002,0.1214421104,0.1039478034
2024-01-29 15:18:30,INFO,110500,0.0002,0.1213404699,0.1011302322
2024-01-29 15:18:57,INFO,111000,0.0002,0.121239563,0.1031604409
2024-01-29 15:19:23,INFO,111500,0.0002,0.1211428894,0.0949401706
2024-01-29 15:19:50,INFO,112000,0.0002,0.1210464519,0.1012631431
2024-01-29 15:20:17,INFO,112500,0.0002,0.1209503339,0.09865468
2024-01-29 15:20:43,INFO,113000,0.0002,0.1208572388,0.0925210938
2024-01-29 15:21:10,INFO,113500,0.0002,0.1207634186,0.0922740549
2024-01-29 15:21:37,INFO,114000,0.0002,0.1206694333,0.1279119551
2024-01-29 15:22:03,INFO,114500,0.0002,0.1205786033,0.1019743234
2024-01-29 15:22:30,INFO,115000,0.0002,0.1204879253,0.086808607
2024-01-29 15:22:57,INFO,115500,0.0002,0.1204016313,0.1066965535
2024-01-29 15:23:24,INFO,116000,0.0002,0.1203080385,0.0987957865
2024-01-29 15:23:51,INFO,116500,0.0002,0.120215535,0.1189773157
2024-01-29 15:24:17,INFO,117000,0.0002,0.120127563,0.1120166928
2024-01-29 15:24:44,INFO,117500,0.0002,0.120043221,0.0985537246
2024-01-29 15:25:11,INFO,118000,0.0002,0.1199543886,0.0915593952
2024-01-29 15:25:37,INFO,118500,0.0002,0.1198701931,0.0919227526
2024-01-29 15:26:04,INFO,119000,0.0002,0.1197831435,0.1011455357
2024-01-29 15:26:31,INFO,119500,0.0002,0.1196997391,0.1249804497
2024-01-29 15:26:57,INFO,120000,0.0002,0.1196135716,0.1017182171
2024-01-29 15:27:24,INFO,120500,0.0002,0.1195299039,0.087084353
2024-01-29 15:27:51,INFO,121000,0.0002,0.1194451019,0.0780357346
2024-01-29 15:28:18,INFO,121500,0.0002,0.1193610584,0.0982729346
2024-01-29 15:28:44,INFO,122000,0.0002,0.1192781569,0.0896535888
2024-01-29 15:29:11,INFO,122500,0.0002,0.1191982347,0.0967999697
2024-01-29 15:29:38,INFO,123000,0.0002,0.1191180352,0.0949964449
2024-01-29 15:30:05,INFO,123500,0.0002,0.119039978,0.1069347262
2024-01-29 15:30:31,INFO,124000,0.0002,0.1189582995,0.1062578484
2024-01-29 15:30:58,INFO,124500,0.0002,0.1188795563,0.0863803476
2024-01-29 15:31:25,INFO,125000,0.0002,0.1187998047,0.0863681957
2024-01-29 15:31:52,INFO,125500,0.0002,0.1187213369,0.093441762
2024-01-29 15:32:19,INFO,126000,0.0002,0.1186444325,0.0912709236
2024-01-29 15:32:45,INFO,126500,0.0002,0.1185693668,0.0842331201
2024-01-29 15:33:12,INFO,127000,0.0002,0.1184917563,0.096074298
2024-01-29 15:33:38,INFO,127500,0.0002,0.1184138526,0.0872503519
2024-01-29 15:34:05,INFO,128000,0.0002,0.1183394626,0.0904428214
2024-01-29 15:34:32,INFO,128500,0.0002,0.1182615291,0.1071138233
2024-01-29 15:34:59,INFO,129000,0.0002,0.118184983,0.0962125659
2024-01-29 15:35:25,INFO,129500,0.0002,0.1181092885,0.1044244096
2024-01-29 15:35:52,INFO,130000,0.0002,0.1180374944,0.0851941109
2024-01-29 15:36:19,INFO,130500,0.0002,0.1179637303,0.1041359678
2024-01-29 15:36:46,INFO,131000,0.0002,0.1178893902,0.0918854102
2024-01-29 15:37:12,INFO,131500,0.0002,0.1178178328,0.0953377709
2024-01-29 15:37:39,INFO,132000,0.0002,0.1177480468,0.0911525264
2024-01-29 15:38:05,INFO,132500,0.0002,0.1176758449,0.0987638235
2024-01-29 15:38:32,INFO,133000,0.0002,0.1176064819,0.0879954845
2024-01-29 15:38:59,INFO,133500,0.0002,0.1175357682,0.0820760503
2024-01-29 15:39:25,INFO,134000,0.0002,0.1174642116,0.0886374041
2024-01-29 15:39:52,INFO,134500,0.0002,0.1173934777,0.0925011784
2024-01-29 15:40:19,INFO,135000,0.0002,0.1173247379,0.1198775023
2024-01-29 15:40:45,INFO,135500,0.0002,0.117256611,0.0825675726
2024-01-29 15:41:12,INFO,136000,0.0002,0.1171882738,0.1074934453
2024-01-29 15:41:39,INFO,136500,0.0002,0.117120509,0.0904770792
2024-01-29 15:42:05,INFO,137000,0.0002,0.1170550597,0.0891804546
2024-01-29 15:42:32,INFO,137500,0.0002,0.1169894091,0.0933698341
2024-01-29 15:42:58,INFO,138000,0.0002,0.1169217561,0.1018804908
2024-01-29 15:43:25,INFO,138500,0.0002,0.1168568789,0.0959127843
2024-01-29 15:43:52,INFO,139000,0.0002,0.1167914822,0.0878793299
2024-01-29 15:44:18,INFO,139500,0.0002,0.1167264334,0.0910285264
2024-01-29 15:44:45,INFO,140000,0.0002,0.1166635762,0.0969897583
2024-01-29 15:45:12,INFO,140500,0.0002,0.1165994296,0.0935462117
2024-01-29 15:45:38,INFO,141000,0.0002,0.1165337351,0.1015813649
2024-01-29 15:46:05,INFO,141500,0.0002,0.1164712634,0.0912947506
2024-01-29 15:46:32,INFO,142000,0.0002,0.1164086536,0.1019924134
2024-01-29 15:46:58,INFO,142500,0.0002,0.1163457828,0.0852601901
2024-01-29 15:47:25,INFO,143000,0.0002,0.1162824923,0.1060037911
2024-01-29 15:47:51,INFO,143500,0.0002,0.1162236405,0.0853824243
2024-01-29 15:48:18,INFO,144000,0.0002,0.1161622218,0.0926585943
2024-01-29 15:48:45,INFO,144500,0.0002,0.1161015394,0.0927873701
2024-01-29 15:49:11,INFO,145000,0.0002,0.1160406868,0.0921600387
2024-01-29 15:49:38,INFO,145500,0.0002,0.1159828005,0.1018303782
2024-01-29 15:50:05,INFO,146000,0.0002,0.1159231041,0.101374492
2024-01-29 15:50:32,INFO,146500,0.0002,0.1158651004,0.0767162889
2024-01-29 15:50:58,INFO,147000,0.0002,0.115806901,0.1016420871
2024-01-29 15:51:25,INFO,147500,0.0002,0.1157464755,0.0910244882
2024-01-29 15:51:51,INFO,148000,0.0002,0.1156892739,0.0855045542
2024-01-29 15:52:18,INFO,148500,0.0002,0.1156304942,0.1088460833
2024-01-29 15:52:45,INFO,149000,0.0002,0.1155735524,0.0986632183
2024-01-29 15:53:11,INFO,149500,0.0002,0.1155183449,0.1038087904
2024-01-29 15:53:38,INFO,150000,0.0002,0.1154632064,0.1100570634
2024-01-29 15:54:05,INFO,150500,0.0002,0.1154081768,0.0903235227
2024-01-29 15:54:32,INFO,151000,0.0002,0.1153518572,0.0886687338
2024-01-29 15:54:58,INFO,151500,0.0002,0.1152966528,0.1131428406
2024-01-29 15:55:25,INFO,152000,0.0002,0.1152391865,0.0922962502
2024-01-29 15:55:51,INFO,152500,0.0002,0.1151833165,0.1198666021
2024-01-29 15:56:18,INFO,153000,0.0002,0.1151293208,0.0865541846
2024-01-29 15:56:45,INFO,153500,0.0002,0.1150756838,0.1006505489
2024-01-29 15:57:11,INFO,154000,0.0002,0.1150230064,0.093934238
2024-01-29 15:57:38,INFO,154500,0.0002,0.1149698693,0.108211711
2024-01-29 15:58:05,INFO,155000,0.0002,0.1149146777,0.0932928547
2024-01-29 15:58:32,INFO,155500,0.0002,0.1148615224,0.1038515568
2024-01-29 15:58:58,INFO,156000,0.0002,0.1148105518,0.0991189927
2024-01-29 15:59:25,INFO,156500,0.0002,0.1147584094,0.1156097427
2024-01-29 15:59:51,INFO,157000,0.0002,0.1147087626,0.0954039022
2024-01-29 16:00:18,INFO,157500,0.0002,0.1146548688,0.0961164683
2024-01-29 16:00:44,INFO,158000,0.0002,0.1146029996,0.1083062515
2024-01-29 16:01:11,INFO,158500,0.0002,0.1145531368,0.1038786471
2024-01-29 16:01:38,INFO,159000,0.0002,0.1145016938,0.0971346051
2024-01-29 16:02:04,INFO,159500,0.0002,0.1144525297,0.0834300816
2024-01-29 16:02:31,INFO,160000,0.0002,0.1144010492,0.1034034938
2024-01-29 16:02:58,INFO,160500,0.0002,0.1143504864,0.1289773732
2024-01-29 16:03:25,INFO,161000,0.0002,0.1143010191,0.098957397
2024-01-29 16:03:51,INFO,161500,0.0002,0.1142524499,0.0995111018
2024-01-29 16:04:18,INFO,162000,0.0002,0.1142049269,0.0916697085
2024-01-29 16:04:44,INFO,162500,0.0002,0.1141563116,0.1025206745
2024-01-29 16:05:11,INFO,163000,0.0002,0.1141085164,0.1189611554
2024-01-29 16:05:38,INFO,163500,0.0002,0.1140590234,0.0982132405
2024-01-29 16:06:04,INFO,164000,0.0002,0.1140094896,0.1047193334
2024-01-29 16:06:31,INFO,164500,0.0002,0.1139622847,0.1149410903
2024-01-29 16:06:58,INFO,165000,0.0002,0.1139120749,0.0955081433
2024-01-29 16:07:25,INFO,165500,0.0002,0.1138654779,0.107558161
2024-01-29 16:07:51,INFO,166000,0.0002,0.1138175047,0.0961387753
2024-01-29 16:08:18,INFO,166500,0.0002,0.1137705083,0.1024799645
2024-01-29 16:08:45,INFO,167000,0.0002,0.1137249953,0.0969864577
2024-01-29 16:09:11,INFO,167500,0.0002,0.113680139,0.0810257941
2024-01-29 16:09:38,INFO,168000,0.0002,0.1136352229,0.0922694653
2024-01-29 16:10:05,INFO,168500,0.0002,0.1135877116,0.0906116366
2024-01-29 16:10:31,INFO,169000,0.0002,0.11354107,0.0827751458
2024-01-29 16:10:58,INFO,169500,0.0002,0.1134971637,0.0885470659
2024-01-29 16:11:24,INFO,170000,0.0002,0.1134501406,0.0952796116
2024-01-29 16:11:51,INFO,170500,0.0002,0.1134062625,0.0925136656
2024-01-29 16:12:18,INFO,171000,0.0002,0.1133610235,0.089742735
2024-01-29 16:12:45,INFO,171500,0.0002,0.1133185033,0.0982652977
2024-01-29 16:13:11,INFO,172000,0.0002,0.1132755616,0.1154986322
2024-01-29 16:13:38,INFO,172500,0.0002,0.1132323734,0.1052244827
2024-01-29 16:14:05,INFO,173000,0.0002,0.1131894211,0.1129344106
2024-01-29 16:14:31,INFO,173500,0.0002,0.1131463207,0.080561772
2024-01-29 16:14:58,INFO,174000,0.0002,0.1131036033,0.1042302027
2024-01-29 16:15:24,INFO,174500,0.0002,0.1130615016,0.1097332686
2024-01-29 16:15:51,INFO,175000,0.0002,0.1130204431,0.0975399315
2024-01-29 16:16:18,INFO,175500,0.0002,0.1129789207,0.0860520303
2024-01-29 16:16:45,INFO,176000,0.0002,0.1129367243,0.0960656926
2024-01-29 16:17:12,INFO,176500,0.0002,0.1128929501,0.0847917199
2024-01-29 16:17:38,INFO,177000,0.0002,0.1128524762,0.0865295082
2024-01-29 16:18:05,INFO,177500,0.0002,0.1128130053,0.1025810242
2024-01-29 16:18:32,INFO,178000,0.0002,0.1127700168,0.0882751793
2024-01-29 16:18:58,INFO,178500,0.0002,0.1127281741,0.1026398465
2024-01-29 16:19:25,INFO,179000,0.0002,0.1126879374,0.1165575534
